tig50, qpua_pk50, sea, co
25.504646,288.543762,37.575523,0.049924
25.498329,288.460205,37.537594,0.049907
25.492622,288.377289,37.500248,0.049889
25.487526,288.295044,37.463463,0.049872
25.483059,288.213348,37.427231,0.049854
25.479218,288.132294,37.391537,0.049836
25.476021,288.051880,37.356361,0.049819
25.473469,287.972076,37.321690,0.049801
25.471581,287.892853,37.287514,0.049783
25.470352,287.814209,37.253822,0.049765
25.469799,287.736115,37.220604,0.049747
25.469929,287.658661,37.187836,0.049729
25.470749,287.581726,37.155521,0.049711
25.472260,287.505371,37.123650,0.049693
25.474480,287.429535,37.092194,0.049675
25.477398,287.354279,37.061165,0.049656
25.481033,287.279572,37.030540,0.049638
25.485390,287.205353,37.000320,0.049620
25.490471,287.131714,36.970490,0.049602
25.496288,287.058533,36.941044,0.049583
25.502834,286.985870,36.911968,0.049565
25.510128,286.913757,36.883263,0.049547
25.518158,286.842102,36.854919,0.049528
25.526947,286.770935,36.826931,0.049510
25.536480,286.700287,36.799282,0.049491
25.546772,286.630096,36.771980,0.049473
25.557835,286.560394,36.745003,0.049454
25.569649,286.491150,36.718357,0.049436
25.582230,286.422363,36.692032,0.049417
25.595585,286.354034,36.666027,0.049399
25.609707,286.286163,36.640327,0.049380
25.624607,286.218750,36.614937,0.049362
25.640274,286.151764,36.589840,0.049343
25.656727,286.085236,36.565041,0.049325
25.673954,286.019073,36.540531,0.049306
25.691956,285.953369,36.516308,0.049288
25.710739,285.888123,36.492359,0.049269
25.730301,285.823242,36.468689,0.049251
25.750648,285.758820,36.445290,0.049232
25.771778,285.694763,36.422161,0.049214
25.793686,285.631104,36.399292,0.049195
25.816372,285.567871,36.376682,0.049177
25.839844,285.505005,36.354328,0.049158
25.864086,285.442505,36.332230,0.049140
25.889114,285.380402,36.310371,0.049122
25.914917,285.318695,36.288761,0.049103
25.941498,285.257355,36.267395,0.049085
25.968847,285.196381,36.246262,0.049067
25.996975,285.135773,36.225365,0.049048
26.025875,285.075500,36.204704,0.049030
26.055542,285.015594,36.184265,0.049012
26.085972,284.956055,36.164055,0.048994
26.117168,284.896851,36.144066,0.048976
26.149128,284.838013,36.124290,0.048958
26.181843,284.779480,36.104740,0.048940
26.215321,284.721313,36.085400,0.048922
26.249550,284.663483,36.066273,0.048904
26.284527,284.605957,36.047352,0.048886
26.320255,284.548767,36.028637,0.048868
26.356731,284.491882,36.010128,0.048850
26.393940,284.435333,35.991817,0.048833
26.431889,284.379089,35.973709,0.048815
26.470566,284.323151,35.955795,0.048797
26.509979,284.267517,35.938072,0.048779
26.550116,284.212219,35.920544,0.048762
26.590977,284.157227,35.903206,0.048744
26.632557,284.102509,35.886051,0.048727
26.674854,284.048065,35.869087,0.048709
26.717850,283.993958,35.852306,0.048692
26.761562,283.940094,35.835701,0.048675
26.805973,283.886536,35.819283,0.048658
26.851086,283.833282,35.803036,0.048640
26.896885,283.780273,35.786964,0.048623
26.943375,283.727539,35.771072,0.048606
26.990551,283.675079,35.755344,0.048589
27.038404,283.622894,35.739788,0.048572
27.086929,283.571014,35.724400,0.048555
27.136131,283.519379,35.709179,0.048538
27.185997,283.467987,35.694126,0.048521
27.236523,283.416840,35.679230,0.048505
27.287708,283.365997,35.664494,0.048488
27.339535,283.315369,35.649918,0.048471
27.392021,283.265015,35.635502,0.048455
27.445145,283.214905,35.621243,0.048438
27.498905,283.165039,35.607132,0.048422
27.553303,283.115417,35.593182,0.048405
27.608322,283.066040,35.579380,0.048389
27.663975,283.016907,35.565723,0.048372
27.720234,282.968018,35.552219,0.048356
27.777121,282.919342,35.538864,0.048340
27.834610,282.870911,35.525650,0.048324
27.892706,282.822693,35.512581,0.048308
27.951397,282.774719,35.499653,0.048292
28.010685,282.726990,35.486866,0.048276
28.070572,282.679413,35.474220,0.048260
28.131039,282.632111,35.461708,0.048244
28.192089,282.585022,35.449337,0.048228
28.253712,282.538147,35.437103,0.048212
28.315916,282.491486,35.424995,0.048197
28.378685,282.445068,35.413025,0.048181
28.442013,282.398834,35.401184,0.048165
28.505894,282.352783,35.389477,0.048150
28.570335,282.306976,35.377892,0.048134
28.635334,282.261383,35.366436,0.048119
28.700880,282.215942,35.355110,0.048104
28.766956,282.170776,35.343906,0.048088
28.833572,282.125732,35.332825,0.048073
28.900726,282.080933,35.321869,0.048058
28.968407,282.036316,35.311031,0.048043
29.036613,281.991913,35.300312,0.048028
29.105339,281.947693,35.289715,0.048013
29.174580,281.903656,35.279236,0.047998
29.244339,281.859802,35.268871,0.047983
29.314598,281.816132,35.258621,0.047968
29.385368,281.772675,35.248486,0.047953
29.456638,281.729401,35.238464,0.047938
29.528412,281.686279,35.228554,0.047923
29.600677,281.643341,35.218750,0.047909
29.673424,281.600586,35.209061,0.047894
29.746666,281.558014,35.199478,0.047879
29.820393,281.515625,35.190002,0.047865
29.894592,281.473389,35.180634,0.047850
29.969273,281.431366,35.171371,0.047836
30.044416,281.389465,35.162212,0.047821
30.120029,281.347778,35.153152,0.047807
30.196121,281.306213,35.144203,0.047793
30.272663,281.264862,35.135349,0.047779
30.349670,281.223633,35.126595,0.047764
30.427132,281.182617,35.117943,0.047750
30.505047,281.141785,35.109386,0.047736
30.583412,281.101044,35.100929,0.047722
30.662228,281.060486,35.092564,0.047708
30.741482,281.020111,35.084297,0.047694
30.821184,280.979858,35.076126,0.047680
30.901325,280.939789,35.068043,0.047666
30.981903,280.899872,35.060059,0.047652
31.062908,280.860107,35.052162,0.047638
31.144352,280.820496,35.044353,0.047624
31.226215,280.781006,35.036640,0.047610
31.308504,280.741699,35.029015,0.047597
31.391230,280.702545,35.021477,0.047583
31.474365,280.663513,35.014023,0.047569
31.557926,280.624634,35.006657,0.047556
31.641899,280.585938,34.999374,0.047542
31.726288,280.547363,34.992180,0.047528
31.811092,280.508911,34.985069,0.047515
31.896297,280.470642,34.978039,0.047501
31.981918,280.432495,34.971092,0.047488
32.067940,280.394470,34.964226,0.047474
32.154369,280.356598,34.957436,0.047461
32.241199,280.318878,34.950733,0.047448
32.328438,280.281281,34.944107,0.047434
32.416061,280.243835,34.937557,0.047421
32.504082,280.206543,34.931084,0.047407
32.592503,280.169342,34.924690,0.047394
32.681313,280.132294,34.918365,0.047381
32.770515,280.095367,34.912128,0.047368
32.860115,280.058563,34.905956,0.047354
32.950100,280.021912,34.899857,0.047341
33.040470,279.985413,34.893837,0.047328
33.131226,279.949005,34.887886,0.047315
33.222366,279.912750,34.882004,0.047302
33.313892,279.876587,34.876198,0.047289
33.405796,279.840576,34.870457,0.047276
33.498085,279.804718,34.864788,0.047262
33.590748,279.768951,34.859192,0.047249
33.683796,279.733307,34.853657,0.047236
33.777214,279.697784,34.848194,0.047223
33.871006,279.662415,34.842796,0.047210
33.965183,279.627136,34.837467,0.047197
34.059719,279.591980,34.832203,0.047184
34.154640,279.556946,34.827003,0.047171
34.249931,279.522034,34.821869,0.047158
34.345592,279.487244,34.816795,0.047146
34.441616,279.452576,34.811787,0.047133
34.538033,279.417999,34.806843,0.047120
34.634796,279.383575,34.801964,0.047107
34.731941,279.349243,34.797142,0.047094
34.829441,279.315063,34.792381,0.047081
34.927307,279.280945,34.787682,0.047068
35.025547,279.246948,34.783047,0.047055
35.124153,279.213104,34.778465,0.047042
35.223110,279.179382,34.773945,0.047030
35.322449,279.145721,34.769485,0.047017
35.422146,279.112183,34.765079,0.047004
35.522209,279.078766,34.760735,0.046991
35.622635,279.045471,34.756447,0.046978
35.723419,279.012268,34.752216,0.046965
35.824570,278.979156,34.748039,0.046952
35.926075,278.946167,34.743919,0.046940
36.027946,278.913300,34.739857,0.046927
36.130192,278.880524,34.735847,0.046914
36.232792,278.847870,34.731888,0.046901
36.335747,278.815308,34.727989,0.046888
36.439079,278.782867,34.724144,0.046875
36.542759,278.750519,34.720348,0.046863
36.646797,278.718292,34.716606,0.046850
36.751205,278.686157,34.712917,0.046837
36.855968,278.654114,34.709282,0.046824
36.961098,278.622192,34.705692,0.046811
37.066589,278.590332,34.702156,0.046798
37.172440,278.558624,34.698677,0.046785
37.278645,278.526978,34.695240,0.046772
37.385216,278.495483,34.691856,0.046759
37.492149,278.464050,34.688522,0.046747
37.599442,278.432739,34.685242,0.046734
37.707092,278.401489,34.682003,0.046721
37.815109,278.370361,34.678814,0.046708
37.923485,278.339325,34.675678,0.046695
38.032234,278.308411,34.672585,0.046682
38.141335,278.277588,34.669544,0.046669
38.250801,278.246857,34.666550,0.046656
38.360626,278.216217,34.663605,0.046643
38.470814,278.185699,34.660706,0.046630
38.581367,278.155243,34.657852,0.046617
38.692284,278.124908,34.655041,0.046603
38.803570,278.094666,34.652279,0.046590
38.915211,278.064514,34.649559,0.046577
39.027214,278.034424,34.646889,0.046564
39.139595,278.004486,34.644268,0.046551
39.252335,277.974609,34.641685,0.046538
39.365437,277.944824,34.639149,0.046524
39.478912,277.915161,34.636658,0.046511
39.592751,277.885590,34.634209,0.046498
39.706966,277.856079,34.631809,0.046484
39.821541,277.826660,34.629448,0.046471
39.936481,277.797363,34.627136,0.046458
40.051796,277.768127,34.624859,0.046444
40.167473,277.739044,34.622635,0.046431
40.283520,277.709991,34.620449,0.046417
40.399940,277.681061,34.618305,0.046404
40.516735,277.652191,34.616203,0.046390
40.633896,277.623474,34.614151,0.046377
40.751419,277.594788,34.612133,0.046363
40.869339,277.566223,34.610161,0.046350
40.987606,277.537750,34.608231,0.046336
41.106262,277.509338,34.606342,0.046322
41.225296,277.481018,34.604500,0.046308
41.344704,277.452820,34.602692,0.046295
41.464485,277.424683,34.600925,0.046281
41.584637,277.396667,34.599205,0.046267
41.705177,277.368713,34.597527,0.046253
41.826084,277.340881,34.595882,0.046239
41.947380,277.313110,34.594284,0.046225
42.069054,277.285431,34.592728,0.046211
42.191105,277.257843,34.591213,0.046197
42.313538,277.230316,34.589737,0.046183
42.436348,277.202911,34.588303,0.046168
42.559540,277.175598,34.586906,0.046154
42.683117,277.148376,34.585556,0.046140
42.807076,277.121216,34.584240,0.046125
42.931419,277.094147,34.582966,0.046111
43.056152,277.067200,34.581734,0.046096
43.181267,277.040314,34.580544,0.046082
43.306774,277.013519,34.579391,0.046067
43.432659,276.986816,34.578281,0.046053
43.558929,276.960205,34.577209,0.046038
43.685593,276.933685,34.576176,0.046023
43.812645,276.907227,34.575184,0.046008
43.940094,276.880890,34.574234,0.045994
44.067936,276.854614,34.573322,0.045979
44.196156,276.828430,34.572456,0.045964
44.324783,276.802338,34.571629,0.045949
44.453800,276.776367,34.570831,0.045933
44.583214,276.750427,34.570087,0.045918
44.713013,276.724609,34.569382,0.045903
44.843224,276.698853,34.568707,0.045888
44.973820,276.673218,34.568081,0.045872
45.104824,276.647644,34.567490,0.045857
45.236221,276.622162,34.566944,0.045841
45.368004,276.596802,34.566437,0.045825
45.500198,276.571472,34.565968,0.045810
45.632797,276.546265,34.565544,0.045794
45.765797,276.521149,34.565159,0.045778
45.899200,276.496124,34.564819,0.045762
46.033005,276.471191,34.564510,0.045746
46.167210,276.446320,34.564247,0.045730
46.301823,276.421539,34.564026,0.045714
46.436844,276.396851,34.563847,0.045697
46.572269,276.372253,34.563705,0.045681
46.708107,276.347748,34.563606,0.045665
46.844353,276.323364,34.563553,0.045648
46.981003,276.299011,34.563538,0.045631
47.118073,276.274780,34.563564,0.045615
47.255539,276.250641,34.563633,0.045598
47.393425,276.226593,34.563744,0.045581
47.531715,276.202606,34.563896,0.045564
47.670418,276.178741,34.564095,0.045547
47.809540,276.154968,34.564331,0.045530
47.949070,276.131256,34.564613,0.045512
48.089043,276.107666,34.564938,0.045495
48.229401,276.084137,34.565304,0.045477
48.370193,276.060699,34.565712,0.045460
48.511391,276.037384,34.566166,0.045442
48.653011,276.014130,34.566662,0.045424
48.795052,275.990967,34.567200,0.045406
48.937515,275.967926,34.567787,0.045388
49.080399,275.944946,34.568413,0.045370
49.223724,275.922089,34.569092,0.045352
49.367447,275.899292,34.569809,0.045333
49.511597,275.876617,34.570572,0.045315
49.656181,275.854065,34.571381,0.045296
49.801174,275.831543,34.572235,0.045278
49.946609,275.809143,34.573135,0.045259
50.092461,275.786804,34.574085,0.045240
50.238754,275.764587,34.575073,0.045221
50.385475,275.742432,34.576118,0.045201
50.532616,275.720428,34.577202,0.045182
50.680191,275.698517,34.578335,0.045162
50.828205,275.676666,34.579514,0.045143
50.976643,275.654938,34.580742,0.045123
51.125511,275.633270,34.582020,0.045103
51.274811,275.611755,34.583347,0.045083
51.424557,275.590332,34.584721,0.045063
51.574730,275.568970,34.586143,0.045042
51.725342,275.547729,34.587616,0.045022
51.876389,275.526581,34.589142,0.045001
52.027885,275.505524,34.590714,0.044980
52.179802,275.484558,34.592339,0.044960
52.332157,275.463745,34.594013,0.044938
52.484955,275.442993,34.595741,0.044917
52.638199,275.422333,34.597519,0.044896
52.791866,275.401794,34.599350,0.044874
52.945992,275.381348,34.601231,0.044853
53.100552,275.360992,34.603172,0.044831
53.255566,275.340790,34.605160,0.044809
53.411011,275.320679,34.607201,0.044786
53.566891,275.300629,34.609299,0.044764
53.723232,275.280731,34.611450,0.044741
53.880016,275.260925,34.613663,0.044719
54.037243,275.241211,34.615921,0.044696
54.194931,275.221619,34.618244,0.044673
54.353054,275.202118,34.620621,0.044649
54.511612,275.182739,34.623051,0.044626
54.670639,275.163452,34.625546,0.044602
54.830109,275.144287,34.628094,0.044578
54.990032,275.125244,34.630699,0.044554
55.150406,275.106293,34.633369,0.044530
55.311230,275.087463,34.636097,0.044506
55.472504,275.068756,34.638885,0.044481
55.634235,275.050140,34.641731,0.044456
55.796421,275.031647,34.644642,0.044431
55.959053,275.013306,34.647614,0.044406
56.122147,274.995056,34.650642,0.044381
56.285690,274.976898,34.653744,0.044355
56.449692,274.958893,34.656902,0.044329
56.614147,274.940948,34.660130,0.044303
56.779064,274.923157,34.663418,0.044277
56.944443,274.905518,34.666775,0.044250
57.110264,274.887970,34.670197,0.044224
57.276558,274.870544,34.673683,0.044197
57.443317,274.853271,34.677238,0.044169
57.610531,274.836060,34.680862,0.044142
57.778187,274.819000,34.684555,0.044114
57.946323,274.802094,34.688316,0.044086
58.114918,274.785278,34.692146,0.044058
58.283978,274.768585,34.696053,0.044030
58.453491,274.752045,34.700020,0.044001
58.623478,274.735596,34.704067,0.043972
58.793919,274.719330,34.708187,0.043943
58.964825,274.703156,34.712379,0.043913
59.136208,274.687134,34.716644,0.043884
59.308033,274.671234,34.720982,0.043854
59.480339,274.655487,34.725403,0.043823
59.653107,274.639832,34.729893,0.043793
59.826355,274.624359,34.734459,0.043762
60.000050,274.609009,34.739109,0.043731
60.174236,274.593781,34.743835,0.043700
60.348873,274.578705,34.748634,0.043668
60.523987,274.563782,34.753525,0.043636
60.699570,274.548981,34.758484,0.043604
60.875622,274.534332,34.763535,0.043571
61.052155,274.519836,34.768661,0.043539
61.229153,274.505432,34.773872,0.043505
61.406624,274.491241,34.779171,0.043472
61.584576,274.477173,34.784554,0.043438
61.762985,274.463257,34.790016,0.043404
61.941864,274.449463,34.795570,0.043370
62.121235,274.435852,34.801208,0.043335
62.301071,274.422363,34.806938,0.043300
62.481384,274.409058,34.812759,0.043265
62.662174,274.395874,34.818661,0.043229
62.843445,274.382874,34.824661,0.043193
63.025185,274.370026,34.830746,0.043157
63.207405,274.357330,34.836929,0.043120
63.390102,274.344818,34.843201,0.043083
63.573292,274.332458,34.849567,0.043045
63.756939,274.320251,34.856026,0.043008
63.941071,274.308197,34.862583,0.042969
64.125694,274.296295,34.869236,0.042931
64.310806,274.284607,34.875984,0.042892
64.496391,274.273041,34.882835,0.042853
64.682457,274.261688,34.889782,0.042813
64.869019,274.250488,34.896828,0.042773
65.056046,274.239441,34.903973,0.042733
65.243568,274.228607,34.911224,0.042692
65.431587,274.217896,34.918575,0.042651
65.620071,274.207397,34.926025,0.042609
65.809059,274.197113,34.933586,0.042567
65.998535,274.186951,34.941246,0.042525
66.188492,274.176971,34.949013,0.042482
66.378944,274.167206,34.956886,0.042439
66.569878,274.157593,34.964867,0.042395
66.761314,274.148193,34.972954,0.042351
66.953232,274.138977,34.981152,0.042307
67.145660,274.129913,34.989456,0.042262
67.338577,274.121063,34.997875,0.042216
