tig50, qpua_pk50, sea, co
48.315170,531.806213,57.793640,0.019849
48.380123,531.289856,57.597553,0.019848
48.444878,530.776489,57.403358,0.019848
48.509441,530.265930,57.211048,0.019847
48.573807,529.758423,57.020626,0.019847
48.637993,529.253662,56.832085,0.019846
48.701996,528.751770,56.645432,0.019846
48.765823,528.252625,56.460663,0.019845
48.829475,527.756348,56.277771,0.019844
48.892960,527.262878,56.096752,0.019844
48.956284,526.772095,55.917610,0.019843
49.019444,526.284119,55.740326,0.019843
49.082451,525.798767,55.564919,0.019842
49.145290,525.316101,55.391365,0.019841
49.207985,524.836121,55.219673,0.019841
49.270538,524.358765,55.049835,0.019840
49.332947,523.884094,54.881832,0.019840
49.395226,523.411987,54.715675,0.019839
49.457363,522.942444,54.551346,0.019839
49.519363,522.475342,54.388855,0.019838
49.581242,522.010925,54.228176,0.019838
49.642998,521.549011,54.069321,0.019837
49.704620,521.089661,53.912262,0.019837
49.766132,520.632690,53.757004,0.019836
49.827507,520.178284,53.603527,0.019835
49.888783,519.726257,53.451839,0.019835
49.949947,519.276672,53.301926,0.019834
50.011002,518.829468,53.153770,0.019834
50.071949,518.384705,53.007362,0.019833
50.132790,517.942261,52.862698,0.019833
50.193535,517.502197,52.719761,0.019832
50.254173,517.064453,52.578548,0.019832
50.314720,516.629089,52.439041,0.019831
50.375160,516.195923,52.301231,0.019831
50.435516,515.765137,52.165104,0.019830
50.495781,515.336609,52.030651,0.019830
50.555962,514.910339,51.897858,0.019829
50.616051,514.486145,51.766708,0.019829
50.676048,514.064270,51.637196,0.019828
50.735970,513.644653,51.509304,0.019828
50.795815,513.227173,51.383015,0.019827
50.855560,512.811890,51.258327,0.019827
50.915237,512.398682,51.135216,0.019826
50.974831,511.987640,51.013664,0.019826
51.034370,511.578705,50.893661,0.019825
51.093819,511.171936,50.775192,0.019825
51.153202,510.767090,50.658245,0.019824
51.212513,510.364380,50.542805,0.019824
51.271751,509.963745,50.428852,0.019823
51.330914,509.565155,50.316372,0.019823
51.390022,509.168549,50.205353,0.019822
51.449051,508.773926,50.095768,0.019822
51.508034,508.381317,49.987625,0.019821
51.566929,507.990692,49.880878,0.019821
51.625778,507.601959,49.775536,0.019820
51.684555,507.215149,49.671566,0.019820
51.743275,506.830261,49.568966,0.019819
51.801941,506.447296,49.467705,0.019819
51.860550,506.066132,49.367783,0.019819
51.919086,505.686951,49.269173,0.019818
51.977585,505.309601,49.171852,0.019818
52.036015,504.934021,49.075825,0.019817
52.094391,504.560303,48.981056,0.019817
52.152710,504.188385,48.887539,0.019816
52.210983,503.818268,48.795258,0.019816
52.269196,503.449890,48.704197,0.019815
52.327366,503.083252,48.614334,0.019815
52.385475,502.718445,48.525654,0.019814
52.443535,502.355286,48.438156,0.019814
52.501549,501.993835,48.351803,0.019814
52.559509,501.634247,48.266586,0.019813
52.617420,501.276093,48.182499,0.019813
52.675293,500.919739,48.099518,0.019812
52.733109,500.565033,48.017624,0.019812
52.790886,500.211914,47.936813,0.019811
52.848614,499.860443,47.857059,0.019811
52.906292,499.510498,47.778355,0.019811
52.963928,499.162292,47.700680,0.019810
53.021523,498.815582,47.624020,0.019810
53.079071,498.470428,47.548374,0.019809
53.136578,498.126831,47.473705,0.019809
53.194035,497.784790,47.400017,0.019808
53.251450,497.444244,47.327282,0.019808
53.308826,497.105194,47.255493,0.019808
53.366173,496.767700,47.184643,0.019807
53.423470,496.431610,47.114708,0.019807
53.480721,496.096924,47.045677,0.019806
53.537952,495.763885,46.977531,0.019806
53.595123,495.432068,46.910271,0.019805
53.652252,495.101807,46.843880,0.019805
53.709358,494.772949,46.778332,0.019805
53.766418,494.445435,46.713627,0.019804
53.823441,494.119354,46.649746,0.019804
53.880428,493.794586,46.586685,0.019803
53.937374,493.471252,46.524426,0.019803
53.994286,493.149170,46.462944,0.019803
54.051163,492.828461,46.402256,0.019802
54.108006,492.509064,46.342323,0.019802
54.164803,492.191071,46.283150,0.019801
54.221584,491.874237,46.224724,0.019801
54.278316,491.558777,46.167023,0.019801
54.335014,491.244598,46.110054,0.019800
54.391670,490.931610,46.053787,0.019800
54.448315,490.619873,45.998222,0.019799
54.504910,490.309387,45.943352,0.019799
54.561478,490.000214,45.889156,0.019799
54.618004,489.692200,45.835632,0.019798
54.674503,489.385376,45.782764,0.019798
54.730972,489.079742,45.730545,0.019798
54.787399,488.775269,45.678963,0.019797
54.843800,488.471985,45.628017,0.019797
54.900166,488.169891,45.577686,0.019796
54.956501,487.868958,45.527969,0.019796
55.012806,487.569153,45.478851,0.019796
55.069084,487.270477,45.430332,0.019795
55.125317,486.972900,45.382381,0.019795
55.181522,486.676483,45.335018,0.019794
55.237694,486.381104,45.288216,0.019794
55.293842,486.086853,45.241978,0.019794
55.349953,485.793671,45.196289,0.019793
55.406033,485.501678,45.151142,0.019793
55.462097,485.210663,45.106525,0.019793
55.518108,484.920593,45.062431,0.019792
55.574112,484.631683,45.018864,0.019792
55.630066,484.343750,44.975803,0.019791
55.685997,484.056946,44.933243,0.019791
55.741898,483.771118,44.891182,0.019791
55.797760,483.486267,44.849613,0.019790
55.853607,483.202484,44.808514,0.019790
55.909409,482.919617,44.767899,0.019790
55.965187,482.637848,44.727741,0.019789
56.020935,482.356964,44.688049,0.019789
56.076641,482.077057,44.648815,0.019789
56.132328,481.798187,44.610023,0.019788
56.187984,481.520172,44.571671,0.019788
56.243607,481.243225,44.533752,0.019787
56.299191,480.967072,44.496265,0.019787
56.354748,480.691956,44.459198,0.019787
56.410271,480.417816,44.422550,0.019786
56.465771,480.144592,44.386307,0.019786
56.521240,479.872162,44.350475,0.019786
56.576672,479.600708,44.315041,0.019785
56.632076,479.330048,44.279991,0.019785
56.687435,479.060425,44.245338,0.019785
56.742783,478.791656,44.211063,0.019784
56.798088,478.523773,44.177162,0.019784
56.853359,478.256744,44.143631,0.019784
56.908592,477.990631,44.110466,0.019783
56.963799,477.725311,44.077671,0.019783
57.018982,477.460815,44.045219,0.019783
57.074120,477.197266,44.013130,0.019782
57.129227,476.934540,43.981380,0.019782
57.184296,476.672546,43.949974,0.019782
57.239338,476.411499,43.918896,0.019781
57.294342,476.151245,43.888161,0.019781
57.349312,475.891815,43.857746,0.019780
57.404240,475.633179,43.827660,0.019780
57.459137,475.375336,43.797882,0.019780
57.514000,475.118378,43.768425,0.019779
57.568825,474.862183,43.739277,0.019779
57.623623,474.606750,43.710438,0.019779
57.678383,474.352112,43.681896,0.019778
57.733101,474.098236,43.653648,0.019778
57.787785,473.845184,43.625702,0.019778
57.842430,473.592896,43.598038,0.019777
57.897049,473.341339,43.570667,0.019777
57.951611,473.090546,43.543564,0.019777
58.006149,472.840576,43.516747,0.019776
58.060642,472.591339,43.490208,0.019776
58.115093,472.342773,43.463932,0.019776
58.169510,472.094971,43.437927,0.019775
58.223892,471.847931,43.412186,0.019775
58.278221,471.601624,43.386703,0.019775
58.332523,471.356018,43.361477,0.019774
58.386776,471.111176,43.336502,0.019774
58.440994,470.867035,43.311787,0.019774
58.495174,470.623627,43.287304,0.019773
58.549309,470.380890,43.263069,0.019773
58.603401,470.138916,43.239079,0.019773
58.657448,469.897644,43.215321,0.019772
58.711452,469.657013,43.191803,0.019772
58.765411,469.417114,43.168507,0.019772
58.819328,469.177856,43.145447,0.019772
58.873203,468.939392,43.122612,0.019771
58.927044,468.701416,43.099995,0.019771
58.980843,468.464325,43.077599,0.019771
59.034584,468.227783,43.055424,0.019770
59.088287,467.991913,43.033451,0.019770
59.141937,467.756744,43.011696,0.019770
59.195549,467.522278,42.990150,0.019769
59.249115,467.288422,42.968811,0.019769
59.302628,467.055115,42.947670,0.019769
59.356098,466.822571,42.926739,0.019768
59.409523,466.590698,42.905998,0.019768
59.462898,466.359314,42.885452,0.019768
59.516220,466.128723,42.865108,0.019767
59.569511,465.898682,42.844948,0.019767
59.622746,465.669281,42.824974,0.019767
59.675919,465.440521,42.805187,0.019766
59.729046,465.212341,42.785583,0.019766
59.782131,464.984833,42.766171,0.019766
59.835163,464.757935,42.746925,0.019765
59.888153,464.531647,42.727859,0.019765
59.941090,464.305847,42.708977,0.019765
59.993977,464.080719,42.690258,0.019765
60.046806,463.856262,42.671715,0.019764
60.099590,463.632294,42.653339,0.019764
60.152328,463.408997,42.635132,0.019764
60.205009,463.186218,42.617085,0.019763
60.257637,462.964050,42.599197,0.019763
60.310219,462.742493,42.581478,0.019763
60.362740,462.521423,42.563919,0.019762
60.415215,462.300934,42.546513,0.019762
60.467636,462.081116,42.529259,0.019762
60.520008,461.861786,42.512154,0.019761
60.572330,461.643036,42.495209,0.019761
60.624584,461.424866,42.478413,0.019761
60.676804,461.207184,42.461761,0.019761
60.728966,460.990112,42.445255,0.019760
60.781078,460.773529,42.428898,0.019760
60.833126,460.557495,42.412674,0.019760
60.885124,460.342072,42.396599,0.019759
60.937073,460.127045,42.380661,0.019759
60.988956,459.912598,42.364861,0.019759
61.040798,459.698730,42.349194,0.019758
61.092590,459.485352,42.333664,0.019758
61.144318,459.272522,42.318264,0.019758
61.195999,459.060181,42.302994,0.019758
61.247620,458.848419,42.287857,0.019757
61.299187,458.637024,42.272854,0.019757
61.350708,458.426270,42.257969,0.019757
61.402157,458.215973,42.243210,0.019756
61.453560,458.006134,42.228573,0.019756
61.504913,457.796906,42.214058,0.019756
61.556198,457.588074,42.199673,0.019755
61.607441,457.379730,42.185398,0.019755
61.658623,457.171906,42.171249,0.019755
61.709747,456.964539,42.157207,0.019755
61.760822,456.757660,42.143284,0.019754
61.811844,456.551300,42.129482,0.019754
61.862808,456.345367,42.115788,0.019754
61.913723,456.139832,42.102215,0.019753
61.964565,455.934784,42.088734,0.019753
62.015377,455.730316,42.075375,0.019753
62.066120,455.526276,42.062119,0.019752
62.116814,455.322632,42.048969,0.019752
62.167454,455.119446,42.035931,0.019752
62.218025,454.916656,42.022995,0.019752
62.268562,454.714386,42.010155,0.019751
62.319042,454.512573,41.997421,0.019751
62.369457,454.311157,41.984795,0.019751
62.419815,454.110199,41.972248,0.019750
62.470135,453.909607,41.959824,0.019750
62.520390,453.709503,41.947487,0.019750
62.570587,453.509857,41.935246,0.019750
62.620743,453.310577,41.923103,0.019749
62.670834,453.111725,41.911049,0.019749
62.720875,452.913361,41.899097,0.019749
62.770847,452.715302,41.887230,0.019748
62.820786,452.517700,41.875462,0.019748
62.870663,452.320526,41.863777,0.019748
62.920490,452.123718,41.852180,0.019748
62.970261,451.927277,41.840679,0.019747
63.019981,451.731293,41.829266,0.019747
63.069649,451.535645,41.817932,0.019747
63.119274,451.340485,41.806686,0.019746
63.168846,451.145599,41.795525,0.019746
63.218353,450.951172,41.784447,0.019746
63.267822,450.757141,41.773453,0.019746
63.317230,450.563416,41.762543,0.019745
63.366592,450.370087,41.751709,0.019745
63.415897,450.177094,41.740963,0.019745
63.465157,449.984558,41.730293,0.019744
63.514366,449.792297,41.719692,0.019744
63.563519,449.600494,41.709183,0.019744
63.612625,449.408997,41.698742,0.019744
63.661678,449.217834,41.688385,0.019743
63.710693,449.027130,41.678097,0.019743
63.759655,448.836609,41.667885,0.019743
63.808556,448.646515,41.657749,0.019742
63.857418,448.456818,41.647678,0.019742
63.906242,448.267395,41.637688,0.019742
63.955006,448.078369,41.627769,0.019742
64.003723,447.889618,41.617920,0.019741
64.052399,447.701233,41.608131,0.019741
64.101013,447.513245,41.598434,0.019741
64.149597,447.325439,41.588787,0.019740
64.198120,447.138153,41.579208,0.019740
64.246605,446.951050,41.569698,0.019740
64.295044,446.764221,41.560261,0.019740
64.343430,446.577789,41.550884,0.019739
64.391785,446.391693,41.541573,0.019739
64.440079,446.205841,41.532326,0.019739
64.488335,446.020386,41.523144,0.019738
64.536545,445.835114,41.514030,0.019738
