tig50, qpua_pk50, sea, co
25.460247,287.851929,37.304649,0.049772
25.459778,287.695374,37.238552,0.049736
25.462055,287.541077,37.174202,0.049700
25.467152,287.389069,37.111534,0.049664
25.475100,287.239227,37.050461,0.049628
25.485962,287.091522,36.990925,0.049591
25.499775,286.945862,36.932861,0.049554
25.516571,286.802246,36.876209,0.049517
25.536390,286.660645,36.820919,0.049480
25.559265,286.520905,36.766941,0.049444
25.585217,286.383057,36.714226,0.049407
25.614258,286.247040,36.662731,0.049369
25.646408,286.112823,36.612411,0.049332
25.681690,285.980286,36.563240,0.049295
25.720100,285.849518,36.515171,0.049258
25.761650,285.720367,36.468170,0.049221
25.806332,285.592865,36.422207,0.049185
25.854153,285.466888,36.377258,0.049148
25.905102,285.342529,36.333290,0.049111
25.959167,285.219635,36.290272,0.049075
26.016338,285.098206,36.248184,0.049038
26.076607,284.978210,36.207001,0.049002
26.139942,284.859650,36.166695,0.048965
26.206333,284.742432,36.127251,0.048929
26.275757,284.626556,36.088646,0.048894
26.348186,284.512024,36.050861,0.048858
26.423594,284.398743,36.013870,0.048822
26.501957,284.286743,35.977665,0.048787
26.583237,284.175934,35.942223,0.048752
26.667408,284.066345,35.907524,0.048717
26.754429,283.957947,35.873558,0.048682
26.844273,283.850677,35.840309,0.048647
26.936909,283.744537,35.807758,0.048613
27.032290,283.639496,35.775894,0.048579
27.130390,283.535553,35.744701,0.048545
27.231173,283.432617,35.714169,0.048511
27.334585,283.330780,35.684273,0.048478
27.440601,283.229919,35.655014,0.048445
27.549179,283.130035,35.626373,0.048412
27.660282,283.031158,35.598343,0.048379
27.773876,282.933228,35.570900,0.048346
27.889919,282.836243,35.544044,0.048314
28.008369,282.740143,35.517765,0.048282
28.129192,282.644958,35.492043,0.048250
28.252350,282.550659,35.466873,0.048219
28.377815,282.457245,35.442242,0.048187
28.505531,282.364624,35.418144,0.048156
28.635479,282.272858,35.394562,0.048125
28.767616,282.181946,35.371487,0.048094
28.901903,282.091797,35.348919,0.048064
29.038319,282.002441,35.326836,0.048033
29.176821,281.913879,35.305229,0.048003
29.317375,281.826080,35.284103,0.047973
29.459961,281.738983,35.263435,0.047944
29.604534,281.652649,35.243221,0.047914
29.751070,281.567047,35.223450,0.047885
29.899536,281.482117,35.204117,0.047856
30.049911,281.397919,35.185211,0.047827
30.202156,281.314392,35.166725,0.047798
30.356262,281.231506,35.148651,0.047770
30.512188,281.149353,35.130981,0.047741
30.669914,281.067780,35.113708,0.047713
30.829418,280.986877,35.096825,0.047685
30.990669,280.906616,35.080318,0.047657
31.153656,280.826965,35.064186,0.047629
31.318348,280.747925,35.048420,0.047602
31.484730,280.669495,35.033012,0.047574
31.652786,280.591614,35.017960,0.047547
31.822495,280.514343,35.003250,0.047520
31.993835,280.437683,34.988876,0.047493
32.166794,280.361511,34.974838,0.047466
32.341354,280.285919,34.961128,0.047439
32.517498,280.210938,34.947739,0.047412
32.695221,280.136444,34.934658,0.047386
32.874489,280.062469,34.921886,0.047359
33.055317,279.989044,34.909416,0.047333
33.237675,279.916138,34.897240,0.047307
33.421555,279.843750,34.885361,0.047280
33.606953,279.771820,34.873764,0.047254
33.793850,279.700439,34.862450,0.047228
33.982243,279.629517,34.851402,0.047202
34.172119,279.559113,34.840630,0.047176
34.363472,279.489197,34.830124,0.047150
34.556305,279.419678,34.819878,0.047124
34.750595,279.350708,34.809883,0.047099
34.946339,279.282166,34.800140,0.047073
35.143543,279.214081,34.790649,0.047047
35.342194,279.146454,34.781399,0.047021
35.542290,279.079254,34.772385,0.046996
35.743824,279.012543,34.763603,0.046970
35.946789,278.946228,34.755054,0.046944
36.151199,278.880310,34.746735,0.046919
36.357048,278.814880,34.738632,0.046893
36.564323,278.749847,34.730755,0.046867
36.773018,278.685242,34.723091,0.046842
36.983150,278.621033,34.715645,0.046816
37.194717,278.557251,34.708401,0.046790
37.407715,278.493866,34.701366,0.046764
37.622139,278.430878,34.694538,0.046739
37.837990,278.368317,34.687908,0.046713
38.055275,278.306122,34.681477,0.046687
38.273994,278.244324,34.675240,0.046661
38.494148,278.182922,34.669197,0.046635
38.715736,278.121918,34.663345,0.046609
38.938774,278.061279,34.657681,0.046582
39.163250,278.001038,34.652199,0.046556
39.389160,277.941162,34.646912,0.046530
39.616531,277.881653,34.641800,0.046503
39.845352,277.822540,34.636864,0.046476
40.075615,277.763763,34.632111,0.046450
40.307362,277.705383,34.627537,0.046423
40.540550,277.647369,34.623131,0.046396
40.775223,277.589722,34.618904,0.046369
41.011360,277.532440,34.614845,0.046342
41.248985,277.475494,34.610962,0.046314
41.488087,277.418945,34.607246,0.046287
41.728676,277.362701,34.603699,0.046259
41.970760,277.306824,34.600319,0.046231
42.214340,277.251373,34.597103,0.046203
42.459427,277.196167,34.594055,0.046174
42.706024,277.141418,34.591175,0.046146
42.954121,277.086945,34.588455,0.046117
43.203754,277.032867,34.585907,0.046088
43.454903,276.979126,34.583515,0.046059
43.707592,276.925751,34.581284,0.046030
43.961819,276.872711,34.579220,0.046000
44.217587,276.820038,34.577324,0.045970
44.474915,276.767670,34.575581,0.045940
44.733776,276.715698,34.574005,0.045910
44.994232,276.664062,34.572594,0.045879
45.256241,276.612732,34.571342,0.045848
45.519821,276.561829,34.570255,0.045817
45.784992,276.511230,34.569332,0.045786
46.051750,276.460999,34.568577,0.045754
46.320114,276.411102,34.567982,0.045722
46.590061,276.361572,34.567554,0.045689
46.861626,276.312408,34.567295,0.045656
47.134804,276.263580,34.567200,0.045623
47.409603,276.215088,34.567276,0.045590
47.686031,276.166992,34.567520,0.045556
47.964088,276.119232,34.567936,0.045521
48.243790,276.071838,34.568523,0.045487
48.525150,276.024811,34.569286,0.045451
48.808167,275.978119,34.570221,0.045416
49.092823,275.931824,34.571339,0.045380
49.379166,275.885864,34.572632,0.045343
49.667168,275.840332,34.574097,0.045306
49.956848,275.795135,34.575756,0.045269
50.248230,275.750305,34.577595,0.045231
50.541286,275.705872,34.579620,0.045193
50.836044,275.661804,34.581833,0.045154
51.132507,275.618134,34.584236,0.045114
51.430676,275.574860,34.586838,0.045074
51.730553,275.531952,34.589634,0.045034
52.032166,275.489441,34.592628,0.044993
52.335495,275.447327,34.595825,0.044951
52.640564,275.405609,34.599228,0.044908
52.947365,275.364288,34.602837,0.044865
53.255920,275.323425,34.606655,0.044822
53.566208,275.282898,34.610695,0.044778
53.878265,275.242859,34.614948,0.044733
54.192081,275.203217,34.619423,0.044687
54.507664,275.164001,34.624123,0.044640
54.825008,275.125214,34.629051,0.044593
55.144131,275.086884,34.634216,0.044545
55.465050,275.049011,34.639618,0.044497
55.787743,275.011536,34.645264,0.044447
56.112236,274.974548,34.651154,0.044397
56.438522,274.937988,34.657288,0.044346
56.766602,274.901947,34.663681,0.044294
57.096489,274.866333,34.670334,0.044241
57.428204,274.831238,34.677258,0.044187
57.761719,274.796600,34.684448,0.044133
58.097061,274.762482,34.691910,0.044077
58.434238,274.728851,34.699650,0.044020
58.773232,274.695740,34.707680,0.043963
59.114056,274.663116,34.716000,0.043904
59.456734,274.631042,34.724617,0.043845
59.801247,274.599487,34.733536,0.043784
60.147617,274.568451,34.742764,0.043722
60.495827,274.538025,34.752304,0.043659
60.845894,274.508118,34.762165,0.043595
61.197823,274.478790,34.772354,0.043529
61.551620,274.450043,34.782871,0.043463
61.907291,274.421844,34.793728,0.043395
62.264843,274.394257,34.804932,0.043326
62.624279,274.367310,34.816486,0.043256
62.985596,274.340973,34.828400,0.043184
63.348804,274.315216,34.840675,0.043111
63.713921,274.290161,34.853325,0.043036
64.080925,274.265686,34.866348,0.042960
64.449829,274.241913,34.879761,0.042883
64.820671,274.218781,34.893562,0.042804
65.193428,274.196381,34.907764,0.042724
65.568108,274.174652,34.922367,0.042642
65.944725,274.153595,34.937386,0.042558
66.323273,274.133301,34.952820,0.042473
66.703789,274.113708,34.968678,0.042386
67.086235,274.094849,34.984962,0.042298
67.470642,274.076752,35.001686,0.042208
67.857040,274.059387,35.018856,0.042116
68.245422,274.042847,35.036476,0.042022
68.635788,274.027069,35.054546,0.041926
69.028152,274.012085,35.073082,0.041829
69.422531,273.997925,35.092079,0.041729
69.818924,273.984589,35.111549,0.041628
70.217346,273.972107,35.131496,0.041525
70.617821,273.960449,35.151924,0.041420
71.020340,273.949646,35.172832,0.041313
71.424927,273.939728,35.194233,0.041203
71.831612,273.930695,35.216125,0.041092
72.240387,273.922577,35.238514,0.040979
72.651276,273.915344,35.261398,0.040863
73.064285,273.909058,35.284782,0.040745
73.479446,273.903656,35.308670,0.040625
73.896774,273.899200,35.333054,0.040503
74.316261,273.895721,35.357948,0.040379
74.737961,273.893188,35.383343,0.040253
75.161850,273.891602,35.409233,0.040124
75.587982,273.890991,35.435627,0.039993
76.016350,273.891388,35.462517,0.039859
76.447006,273.892731,35.489906,0.039724
76.879944,273.895050,35.517780,0.039586
77.315186,273.898376,35.546139,0.039446
77.752754,273.902740,35.574982,0.039303
78.192673,273.908051,35.604294,0.039158
78.634941,273.914398,35.634071,0.039011
79.079605,273.921722,35.664310,0.038862
79.526672,273.930054,35.694996,0.038710
79.976151,273.939392,35.726120,0.038556
80.428055,273.949677,35.757671,0.038400
80.882423,273.960938,35.789642,0.038242
81.339241,273.973206,35.822014,0.038081
81.798538,273.986420,35.854774,0.037918
82.260330,274.000610,35.887913,0.037753
82.724609,274.015717,35.921406,0.037586
83.191391,274.031738,35.955246,0.037417
83.660667,274.048706,35.989410,0.037245
84.132446,274.066528,36.023888,0.037072
84.606712,274.085236,36.058647,0.036897
85.083488,274.104736,36.093674,0.036720
85.562744,274.125122,36.128960,0.036541
86.044472,274.146240,36.164467,0.036360
86.528625,274.168121,36.200188,0.036178
87.015236,274.190735,36.236088,0.035994
87.504196,274.214050,36.272148,0.035808
87.995544,274.238037,36.308357,0.035621
88.489212,274.262604,36.344681,0.035433
88.985153,274.287720,36.381100,0.035243
89.483315,274.313385,36.417587,0.035052
89.983643,274.339539,36.454117,0.034859
90.486061,274.366089,36.490673,0.034666
90.990540,274.393066,36.527229,0.034472
91.496948,274.420349,36.563759,0.034276
92.005234,274.447906,36.600239,0.034080
92.515305,274.475677,36.636646,0.033883
93.027061,274.503601,36.672966,0.033686
93.540398,274.531616,36.709164,0.033488
94.055206,274.559692,36.745224,0.033289
94.571373,274.587708,36.781128,0.033090
95.088760,274.615662,36.816841,0.032891
95.607254,274.643463,36.852356,0.032692
96.126724,274.671021,36.887653,0.032492
96.647003,274.698303,36.922707,0.032293
97.167999,274.725189,36.957504,0.032094
97.689514,274.751678,36.992020,0.031895
98.211380,274.777649,37.026245,0.031696
98.733490,274.803101,37.060162,0.031497
99.255669,274.827881,37.093754,0.031299
99.777725,274.851959,37.127014,0.031101
100.299515,274.875244,37.159912,0.030905
100.820847,274.897705,37.192455,0.030708
101.341553,274.919220,37.224621,0.030513
101.861473,274.939758,37.256401,0.030318
102.380417,274.959229,37.287788,0.030124
102.898239,274.977631,37.318768,0.029931
103.414734,274.994812,37.349342,0.029739
103.929726,275.010742,37.379498,0.029548
104.443062,275.025421,37.409225,0.029358
104.954544,275.038635,37.438530,0.029170
105.464050,275.050476,37.467400,0.028982
105.971367,275.060822,37.495827,0.028796
106.476364,275.069580,37.523823,0.028612
106.978844,275.076782,37.551369,0.028428
107.478683,275.082306,37.578476,0.028246
107.975731,275.086121,37.605137,0.028065
108.469803,275.088226,37.631355,0.027886
108.960777,275.088470,37.657124,0.027708
109.448517,275.086914,37.682457,0.027532
109.932899,275.083435,37.707344,0.027357
110.413773,275.078033,37.731789,0.027184
110.891014,275.070679,37.755798,0.027012
111.364532,275.061310,37.779377,0.026842
111.834183,275.049896,37.802521,0.026674
112.299873,275.036438,37.825241,0.026507
112.761497,275.020874,37.847534,0.026342
113.218979,275.003174,37.869411,0.026178
113.672218,274.983307,37.890869,0.026016
114.121117,274.961304,37.911926,0.025856
114.565598,274.937134,37.932571,0.025697
115.005600,274.910706,37.952816,0.025540
115.441048,274.882080,37.972668,0.025385
115.871895,274.851196,37.992134,0.025231
116.298073,274.818085,38.011215,0.025078
116.719543,274.782684,38.029919,0.024928
117.136246,274.745056,38.048256,0.024779
117.548126,274.705139,38.066227,0.024631
117.955170,274.662933,38.083839,0.024486
118.357346,274.618439,38.101101,0.024341
118.754623,274.571686,38.118011,0.024199
119.146973,274.522644,38.134590,0.024058
119.534393,274.471344,38.150829,0.023918
119.916832,274.417755,38.166740,0.023780
120.294319,274.361877,38.182335,0.023644
120.666847,274.303741,38.197613,0.023509
121.034378,274.243408,38.212582,0.023375
121.396942,274.180786,38.227245,0.023243
121.754539,274.115936,38.241619,0.023113
122.107155,274.048859,38.255695,0.022984
122.454842,273.979614,38.269493,0.022856
122.797554,273.908112,38.283009,0.022730
123.135353,273.834503,38.296253,0.022605
123.468224,273.758667,38.309231,0.022482
123.796234,273.680725,38.321949,0.022360
124.119354,273.600647,38.334404,0.022239
124.437637,273.518463,38.346619,0.022119
124.751099,273.434174,38.358585,0.022001
125.059769,273.347839,38.370316,0.021885
125.363686,273.259430,38.381809,0.021769
125.662857,273.168976,38.393074,0.021655
125.957352,273.076538,38.404118,0.021542
126.247162,272.982117,38.414944,0.021430
126.532387,272.885712,38.425552,0.021320
126.813004,272.787354,38.435955,0.021211
127.089050,272.687134,38.446152,0.021103
127.360619,272.584961,38.456154,0.020996
127.627716,272.480957,38.465958,0.020890
127.890381,272.375061,38.475571,0.020785
128.148651,272.267395,38.485001,0.020682
128.402603,272.157898,38.494247,0.020579
128.652252,272.046600,38.503315,0.020478
128.897644,271.933594,38.512211,0.020378
129.138855,271.818848,38.520939,0.020278
129.375900,271.702423,38.529499,0.020180
129.608826,271.584290,38.537903,0.020083
129.837708,271.464478,38.546143,0.019987
130.062546,271.343079,38.554230,0.019892
130.283447,271.220093,38.562172,0.019798
130.500397,271.095490,38.569954,0.019704
130.713501,270.969360,38.577602,0.019612
130.922791,270.841675,38.585110,0.019521
131.128296,270.712463,38.592476,0.019431
131.330093,270.581818,38.599712,0.019341
131.528214,270.449707,38.606815,0.019252
131.722717,270.316162,38.613789,0.019165
131.913651,270.181152,38.620640,0.019078
132.101074,270.044800,38.627369,0.018992
132.285034,269.907074,38.633984,0.018907
132.465561,269.768005,38.640472,0.018823
132.642731,269.627625,38.646851,0.018739
132.816574,269.485962,38.653114,0.018656
132.987167,269.342987,38.659271,0.018575
133.154556,269.198761,38.665329,0.018493
133.318771,269.053345,38.671280,0.018413
133.479858,268.906677,38.677124,0.018334
133.637924,268.758850,38.682869,0.018255
133.792953,268.609833,38.688522,0.018177
133.945023,268.459686,38.694077,0.018099
134.094177,268.308380,38.699543,0.018023
134.240479,268.156036,38.704910,0.017947
134.383972,268.002533,38.710197,0.017872
134.524704,267.847992,38.715397,0.017797
134.662720,267.692383,38.720509,0.017723
134.798096,267.535767,38.725536,0.017650
134.930847,267.378113,38.730484,0.017577
135.061020,267.219513,38.735359,0.017506
135.188705,267.059875,38.740150,0.017434
135.313919,266.899323,38.744869,0.017364
135.436707,266.737793,38.749508,0.017294
135.557129,266.575378,38.754082,0.017224
135.675247,266.412048,38.758579,0.017155
135.791061,266.247833,38.763012,0.017087
135.904663,266.082733,38.767372,0.017020
136.016083,265.916779,38.771671,0.016953
136.125366,265.750000,38.775902,0.016886
136.232559,265.582336,38.780067,0.016820
136.337738,265.413910,38.784172,0.016755
136.440872,265.244690,38.788216,0.016690
136.542099,265.074646,38.792202,0.016626
136.641418,264.903900,38.796127,0.016562
136.738861,264.732330,38.799995,0.016499
136.834473,264.560059,38.803810,0.016436
136.928345,264.387024,38.807568,0.016374
137.020462,264.213318,38.811272,0.016312
137.110901,264.038849,38.814926,0.016251
137.199707,263.863739,38.818527,0.016190
137.286896,263.687958,38.822075,0.016130
137.372528,263.511475,38.825573,0.016070
137.456650,263.334351,38.829025,0.016011
137.539276,263.156616,38.832428,0.015952
137.620483,262.978210,38.835785,0.015894
137.700302,262.799194,38.839096,0.015836
137.778748,262.619537,38.842361,0.015778
137.855881,262.439331,38.845589,0.015721
137.931763,262.258514,38.848766,0.015665
138.006363,262.077118,38.851906,0.015608
138.079788,261.895142,38.855000,0.015553
138.152054,261.712616,38.858059,0.015497
138.223190,261.529541,38.861073,0.015442
138.293228,261.345947,38.864052,0.015388
138.362244,261.161835,38.866989,0.015334
138.430237,260.977173,38.869888,0.015280
138.497238,260.791992,38.872749,0.015226
138.563309,260.606293,38.875580,0.015173
138.628479,260.420166,38.878368,0.015121
138.692780,260.233459,38.881130,0.015069
138.756226,260.046326,38.883850,0.015017
138.818893,259.858704,38.886536,0.014965
138.880783,259.670624,38.889191,0.014914
138.941940,259.482056,38.891819,0.014863
139.002380,259.293091,38.894405,0.014813
139.062164,259.103638,38.896965,0.014763
139.121307,258.913757,38.899494,0.014713
139.179840,258.723450,38.901993,0.014664
139.237808,258.532715,38.904461,0.014615
139.295227,258.341583,38.906898,0.014566
139.352142,258.150055,38.909309,0.014517
139.408569,257.958099,38.911690,0.014469
139.464523,257.765747,38.914043,0.014422
139.520081,257.572998,38.916367,0.014374
139.575256,257.379883,38.918663,0.014327
139.630035,257.186371,38.920940,0.014280
139.684509,256.992493,38.923183,0.014234
139.738647,256.798248,38.925404,0.014187
139.792511,256.603638,38.927597,0.014141
139.846130,256.408661,38.929771,0.014096
139.899506,256.213348,38.931915,0.014050
139.952713,256.017670,38.934036,0.014005
140.005737,255.821655,38.936127,0.013961
140.058609,255.625320,38.938202,0.013916
140.111359,255.428680,38.940254,0.013872
140.164017,255.231628,38.942276,0.013828
140.216599,255.034332,38.944283,0.013784
140.269150,254.836700,38.946266,0.013741
140.321655,254.638687,38.948227,0.013698
140.374207,254.440460,38.950169,0.013655
140.426758,254.241882,38.952084,0.013612
140.479370,254.043015,38.953979,0.013570
140.532043,253.843857,38.955856,0.013528
